ECO Lodge,HTLGBO1000006050,Hotel,40/4969 - A/ Basin Road,Cochin,Kerala,India,regular,2,9.984424785,76.27617681
Flora Homes,HTLGBO1000048998,Homestay,Near Vivus Hospital/Daswal Road/ Madikeri (Mercara),Coorg,Karnataka,India,regular,1,12.42743943,75.74007807
Elevate Residency,HTLGBO1000012083,Hotel,29-30 Saraswati Kunj - Sector 54/ Golf Course Road / Gurgoan  (Next to Vatika Towers),Gurgaon,Haryana,India,gostays,3,28.4391541,77.1047548
Dewa Goa Apartments,HTLGBO1000006860,Resort,Above lokmanya Bank/ opp Super market/ Alto Dabolim Vasco Goa 403801,Goa,Goa,India,regular,3,15.38857788,73.84987724
ESHA HERITAGE INN,HTLGBO1000074438,Hotel,xx111/290/ Beach Road/ Cherai Beach/ Ernakulam/ Kerala/ India-683514,Cochin,Kerala,India,regular,4,10.1280754,76.1957618
DSR Paradise,HTLGBO1000013647,Hotel,Beside Bharath Petrol bunk/ Near Ayyappa Circle/ Nellore-4.,Nellore,Andhra Pradesh,India,regular,2,14.4007624,79.9505722
Fragrant Nature Munnar,HTLGBO1000040118,Hotel,Baisonvalley Road/ Pothamedu,Munnar,Kerala,India,regular,0,10.05466,77.0664266
Fountain Village,HTLGBO1000001391,Hotel,Near Bharat Petrol Pump/ Mahabaleshwar,Mahabaleshwar,Maharashtra,India,regular,3,17.92600066,73.65782285
Emgee's Residency,HTLGBO1000037374,Hotel,Emgee's residency MG Road/Opposite Mayur Hotel/Chikmagalur,Chikmagalur,Karnataka,India,regular,0,13.315258,75.7754018
Devi Vilas,HTLGBO1000008173,Guest House,30-Gangaur ghat near bagour ki haveli lake pichola behaind jagdish temple,Udaipur,Rajasthan,India,regular,0,24.57994598,73.68199253
Excellency Corporate House,HTLGBO1000014328,BnB,B-78/ Shivalik/ Panch Sheel Geetangali Marg/ near Malviya Nagar,Delhi,Delhi,India,regular,0,28.53582037,77.20565158
FAMOUS REST HOME,HTLGBO1000059262,Hotel,Anand Nagar/ Vakola Bridge/ Nehru Road/ Santacruz East/ Mumbai - 400055/,Mumbai,Maharashtra,India,regular,0,19.0802177,72.8495157
Fortune Select Global/ Gurgaon,HTLGBO1000002771,Hotel,Global Arcade/ Mehrauli-Gurgaon Road/Gurgaon,Gurgaon,Haryana,India,regular,4,28.48142973,77.10334775
Dreamz Hotel,HTLGBO1000012298,Hotel,Thampanoor/Trivandrum,Thiruvananthapuram,Kerala,India,regular,2,8.488479065,76.95425024
Ela Ecoland Nature Retreat,HTLGBO1000065020,Resort,Ela Ecoland Nature Retreat/Vattiyar PO/ Kallar/ Munnar/Kerala/ India  685611,Munnar,Kerala,India,regular,3,10.04084723,76.97561457
Fortel,HTLGBO1000079588,Hotel,No3/ Gandhi-Irwin Road/ Egmore,Chennai,Tamil Nadu,India,regular,3,13.0782203,80.2639689
Flexistays,HTLGBO1000094326,Hotel,above unique health mall/ near diwan plaza/  wardha road/  lokmat square/  dhantoli/,Nagpur,Maharashtra,India,regular,0,21.1339751,79.0777225
Fortune Kences Hotel (Opp APSRTC Bus Stand),HTLGBO1000002743,Hotel,Renigunta road,Tirupati,Andhra Pradesh,India,regular,4,13.6287539,79.4270386
Floating Days Houseboats,HTLGBO1000011068,Houseboat,Finishing point road/ alleppey,Alleppey,Kerala,India,regular,0,9.501339,76.352319
FabHotel Nachiappa RA Puram,HTLGBO1000034666,Hotel,South Canal Bank Road/ Mandavelipakkam/ Raja Annamalai Puram,Chennai,Tamil Nadu,India,regular,3,13.02528801,80.26845933
Ess Kay Ess Villa-Dlf Phase I,HTLGBO1000005536,Guest House,F-13/13 DLF Phase I,Gurgaon,Haryana,India,regular,0,28.46448106,77.10206976
Emily Cottage by Traveller's Paradise,HTLGBO1000012701,Cottage,Ayarpatta Hills/ Nainital/ Uttarakhand/ India,Nainital,Uttarakhand,India,regular,3,29.3844306,79.456325
FabHotel Dawn Mysore,HTLGBO1000012399,Hotel,#15/ Mysore Bangalore Road/ Adjacent JSS Medical College/ Bannimantap,Mysore,Karnataka,India,gostays,3,12.34278816,76.65347439
Fort Munnar,HTLGBO1000004698,Resort,Chinnakanal/ Munnar,Munnar,Kerala,India,regular,4,10.04105852,77.17470958
Divine Bliss Beach Resort,HTLGBO1000034682,Resort,Divine Bliss Beach Resort /Thiruvambadi Road/North cliff/Varkala,Varkala,Kerala,India,regular,3,8.742624304,76.69935119
Francis Homestay,HTLGBO1000040856,Homestay,Francis Homestay H. No. 1/1156/A and B/ Rids Dale Branch Road/ Njaliparambu/Fort Cochin,Ernakulam,Kerala,India,regular,0,9.9526617,76.2450153
Ela Inn Ayurveda,HTLGBO1000018092,Hotel,Opp. Yogeswaran kaavu/Helipad Road/Kurakkanni,Varkala,Kerala,India,regular,2,8.738293226,76.70524793
Four Seasons Lodge,HTLGBO1000081212,Lodge,Four Seasons Lodge/ Temple road/ Talap/ Near Mixed U.P. School,Kannur,Kerala,India,regular,0,11.8744775,75.3703662
Fort Heritage,HTLGBO1000011439,Hotel,1/283 Napier Street Fort Kochi,Cochin,Kerala,India,regular,3,9.964001,76.2391003
Four Seasons Resort,HTLGBO1000006278,Hotel,Post Office Lane/ Rajbagh,Srinagar,Jammu and Kashmir,India,regular,3,34.07181323,74.82421692
Exotica,HTLGBO1000049586,Hotel,C-43/ Sector-105/Noida(Noida Expressway),NOIDA,Uttar Pradesh,India,regular,3,28.52969741,77.37027207
Discovery Village,HTLGBO1000079062,Resort,Discovery Village Bangalore Kanakpura Road/ Vaderahalli/ Distt Bangalore/ Karnataka 560060,Bangalore,Karnataka,India,regular,0,13.0994689,77.4522697
Fort Pokaran,HTLGBO1000050778,Palace,P.O.Pokaran/ 110 km from Jaisalmer,Jaisalmer,Rajasthan,India,regular,4,26.9157487,70.9083443
Elite Inn-Koddihalli,HTLGBO1000077776,Service Apartment,Elite Inn /#582 KGA Avenue old airport road. Opposite to Diamond District Gate No :5/Koddihalli,Bangalore,Karnataka,India,regular,0,12.9715987,77.5945627
Dudawat Hotel,HTLGBO1000047874,Hotel,Near Toran Dining Hall/ Opp Sales India/Off Income Tax Office Ashram Road/ Ahmedabad.,Ahmedabad,Gujarat,India,regular,2,23.0420922,72.5695801
Devendra Garh Palace ( Luxuary paying guest house),HTLGBO1000001607,Guest House,88/ Rani Road/ near rajeev gandhi park /rani road / Udaipur,Udaipur,Rajasthan,India,regular,0,24.59626382,73.66329588
Enkay Residency JCM,HTLGBO1000094752,Guest House,7-B Jacaranda Marg/ DLF Phase II/ Sector 25/ Gurgaon/ Haryana -122002,Gurgaon,Haryana,India,regular,0,28.48964282,77.08682447
Fine Stay Service Apartment,HTLGBO1000028722,Service Apartment,40/ Tinetrra customs colony main road,Chennai,Tamil Nadu,India,regular,0,12.94446122,80.24201599
Fairmount Hotel,HTLGBO1000002835,Hotel,Earls Field Estate/ Near St. Bedes College,Shimla,Himachal Pradesh,India,regular,3,31.08303331,77.16286703
DOARS PALM RESORTS,HTLGBO1000080778,Resort,Beside Batabari Tea GardenEst. Batabari/ Chalsa/Opp. Khariar Banbar Forest Beat/Dist. Jalpaiguri,Dooars,West Bengal,India,regular,1,26.71501337,88.76455896
Emerges Homes,HTLGBO1000047832,BnB,Kumarhatti Nahan Road/ Solan / Himachal Pradesh,Solan,Himachal Pradesh,India,regular,3,30.85430561,77.07188867
DoubleTree by Hilton Pune-Chinchwad,HTLGBO1000006192,Hotel,C-32/ Tata Motors Road/ MIDC/ Chinchwad/ Pune,Pune,Maharashtra,India,regular,4,18.64229476,73.79843922
Famous lodge,HTLGBO1000062688,Lodge,5/7/598 nampally. hyderabad. 500001,Hyderabad,Andhra Pradesh,India,regular,1,17.3874364,78.4721729
Elephant Route Resort,HTLGBO1000014128,Resort,Anavachal/ Kumily PO/ Thekkady - Idukki District/ Kerala - India,Thekkady,Kerala,India,regular,4,9.6020486,77.1644069
EYRIE HOSPITALITY,HTLGBO1000052390,Service Apartment,613 AECS LAYOUT/ C CROSS/ KUNDANAHALLI/ BROOKEFIELD - 500037,Bangalore,Karnataka,India,regular,1,12.96478886,77.717573
Dreams Inn,HTLGBO1000057798,BnB,Q.No. 9/ Gawalior Road/ Agra/ Uttar Pradesh 282001,Agra,Uttar Pradesh,India,regular,3,27.1305961,78.0192026
Estate Valley Homestay,HTLGBO1000078120,Homestay,The EstateValleyHomestay  Sheegekhan Estate/ Next to Muthodi Wildlife Sanctuary Via Malandar/ Chikmagalur /577101  Chikmagalur-Mallandur-Honalla-Bhadra Wildlife Sanctuary at Muthodi-Estate valley homestay)  1/4Km. before the Bhadra Wildlife Sanctuary take a right turn and proceed on the mud road for 4 km to reach,Chikmagalur,Karnataka,India,regular,0,13.3903058,75.6486457
EAGLE MOTEL,HTLGBO1000037174,Hotel,G.T Road/ Bye Pass(NH - 1),Rajpura,Punjab,India,regular,3,30.486142,76.60412254
Devrai Resort,HTLGBO1000062764,Homestay,At post amba/ tal shahuwadi,Kolhapur,Maharashtra,India,regular,0,16.9101458,73.9462689
FabHotel Connaught Mews,HTLGBO1000006818,Hotel,41 B /Hanuman Road/ Connaught place,Delhi,Delhi,India,regular,3,28.6287251,77.21480254
Dhadwal Homestay,HTLGBO1000075656,Homestay,Palampur,Palampur,Himachal Pradesh,India,regular,0,32.1108599,76.5362526
Executive Lotus - service apartment,HTLGBO1000065026,Service Apartment,Executive Lotus - 1001 on 10th floor lotus apartment mith chowky circle link road malad west,Mumbai,Maharashtra,India,regular,3,19.1864131,72.8343601
Dream Land Home Stay,HTLGBO1000021732,Homestay,Basaveshwara Extension/Near Balamuri Temple/Kushalnagar,Coorg,Karnataka,India,regular,2,12.4645258,75.9541246
Flamingo Resorts,HTLGBO1000001203,Resort,Kanyal Road/ Simsa/ Manali,Manali,Himachal Pradesh,India,regular,3,32.2242802,77.18289008
Exotic home stay -Malvan,HTLGBO1000060868,Homestay,EXOTIC HOME STAY/ KOLAMBKARS RESORT/ DHURI WADA/ CHIVLA BEACH/ MALVAN dapoli  ratnagiri,Malvan,Maharashtra,India,regular,3,28.6139391,77.2090212
Eagle Resort,HTLGBO1000018004,Resort,Syed rehmania sahib (dargah) brein/ nishat Srinagar,Srinagar,Jammu and Kashmir,India,regular,1,34.11555862,74.88352966
EMA HOSPITALITY,HTLGBO1000057144,Service Apartment,Angelle Hill/ row house no 03/sr no 63/01/A/Next to Ambrosia Resort /Paud Road/Chandni Chowk/,Pune,Maharashtra,India,regular,2,18.5030826,73.76457588
Dreamland,HTLGBO1000046190,Hotel,163/ P. D'Mello Road/ Carnac Bunder/ Opp. C.S.T. Railway Station/ Mumbai,Mumbai,Maharashtra,India,regular,1,18.9479336,72.8403894
Ebony Boutique Hotel,HTLGBO1000003197,Hotel,Rd.No. 2/ Banjara Hills/ Near annapurna Studio                                                     s,Hyderabad,Andhra Pradesh,India,gostays,3,17.4254869,78.4232304
Elite Cottage,HTLGBO1000095740,Hotel,Near Green Tax Barrier/ Prini Nagger highway/ Manali,Manali,Himachal Pradesh,India,regular,0,32.2312445,77.1877098
Evergreen Bungalow,HTLGBO1000051704,Bungalow,At post. Avkali/ Main Road Avkali Village/ Tal. Mahabaleshwar/ District Satara,Mahabaleshwar,Maharashtra,India,regular,1,17.9307285,73.6477342
Diamond heritage,HTLGBO1000035006,Guest House,Diamont heritage guest house/ near shani mandir/b/s jain mandir/opp. Golden Temple scooter stand/chownk ghanta ghar,Amritsar,Punjab,India,regular,0,31.6339793,74.8722642
Dove Cottage,HTLGBO1000010368,BnB,pahalgam,Pahalgam,Jammu and Kashmir,India,regular,0,34.0209903,75.3189885
EAGLE INTERNATIONAL INN,HTLGBO1000088232,Hotel,SCO 35/ HSIIDC INDUSTRIAL AREA/ PO KUNDALI/,Sonipat,Haryana,India,regular,0,28.8676987,77.1481919
Fantasiya World Goa,HTLGBO1000068516,Hotel,Chapora Fort Trail/Nr.Chapora Fort/Chapora/Vagator/Goa,Goa,Goa,India,regular,1,15.60306405,73.73754333
Dream World Resort,HTLGBO1000016984,Resort,Nainod Road/ Near Gommatgiri/ Indore (Away From City 10 Kms Approx.) (Note: Pool under renovation),Indore,Madhya Pradesh,India,regular,2,22.7372619,75.7728383
Silver Ferns,HTLGBO1000003407,Hotel,Saket/ South Delhi/ Delhi,Delhi,Delhi,India,regular,3,28.52306792,77.2080071
Spencer Home,HTLGBO1000030268,Homestay,The Spencer Home/1/298/ Parade RoadFort Kochi,Ernakulam,Kerala,India,regular,0,9.9312328,76.2673041
Shoba Inn,HTLGBO1000008115,Hotel,#61/ CMR ROAD/ 4TH CROSS/ HRBR LAYOUT/,Bangalore,Karnataka,India,regular,2,13.02245836,77.63833247
Srinivas Residency Hotel,HTLGBO1000079634,Hotel,Shivanand Plaza/ Khade Bazaar/ Belgaum Karnataka,Belgaum,Karnataka,India,regular,0,15.8644474,74.515567
Sonamita Guest House,HTLGBO1000071196,Resort,MANDARMONI/ DADANPATRABARPURBA/ MEDINIPUR -721455,Medinipur,West Bengal,India,regular,0,22.528932,87.247599
So my resorts,HTLGBO1000003863,Resort,Naikawaddo/ Calangute/ Bardez  Goa,Goa,Goa,India,gostays,0,15.532476,73.761608
Soochipara Resort,HTLGBO1000066068,Resort,Puthumalla P.O/ Meppadi/ Wayanad/ Kerala,Wayanad,Kerala,India,regular,0,11.703206,76.0833999
Shri Agarwal Lodge,HTLGBO1000065268,Hotel,Hospital Road/ Near Sanjay General Store/ Amar Singh Colony/ Nagaur/ Rajasthan 341001,Nagaur,Rajasthan,India,regular,1,27.1963542,73.7279265
Shree Manav Residency,HTLGBO1000052772,Hotel,Madhavbag/ Opp. Varshamedi naka Near HDFC Bank/ICICI Bank/ Anjar.KUTCH -370110 Gujarat/,Kutch,Gujarat,India,regular,0,23.1134605,70.0260132
Shri Krishna Residency,HTLGBO1000048520,Guest House,Near Biladwara,Kukke,Karnataka,India,regular,0,12.6706116,75.6106266
Spice Villas Holiday,HTLGBO1000009084,Resort,52/VII/ Kanalmukhappu/ Santhanpara,Idukki,Kerala,India,regular,0,10.0837092,77.0615374
SIDHARTH paying guest house,HTLGBO1000085902,Guest House,Ravindrapuri road/ Ravindrapuri/ Varanasi - 221005/ Opp Pmc hospital,Varanasi,Uttar Pradesh,India,regular,0,25.3176452,82.9739144
spice garden farm house,HTLGBO1000047332,Farm Stay,koleri/ wayanad,Wayanad,Kerala,India,regular,0,11.72236066,76.17105177
Sri Ambika Residency,HTLGBO1000025090,Lodge,Lower Kodava samaja Road/Madikeri,Coorg,Karnataka,India,regular,1,12.3374942,75.8069082
Sky Home,HTLGBO1000052064,Hotel,1/2(1)KARPOORA MUDALI STREET/PERIYAMET/CHENNAI.,Chennai,Tamil Nadu,India,regular,2,13.0826802,80.2707184
SITA RESIDENCY,HTLGBO1000016274,Guest House,I-117/ Lajpat Nagar-1,Delhi,Delhi,India,regular,1,28.577596,77.245389
SILVER STREAK COTTAGE,HTLGBO1000030778,Cottage,Raison/ kullu hp  175128,Kullu,Himachal Pradesh,India,regular,0,32.0591872,77.1355891
Shree Adiga Residency,HTLGBO1000004172,Hotel,No.32/ 1st Main Road,Bangalore,Karnataka,India,regular,3,12.9754133,77.5790533
Shivsadan Guest House,HTLGBO1000084456,Hotel,Plot No 153/ Sector 21/ Gandhinagar Sector 21/ Gandhinagar - 382021/ Behind Rajshree Cinema,Gandhinagar,Gujarat,India,regular,0,23.2156354,72.6369415
Shree Hari Castle,HTLGBO1000031180,Guest House,179 Jeeven Singh Road opposite  Goalbagh/Near Durgiana Temple amritsar,Amritsar,Punjab,India,regular,0,31.6339793,74.8722642
Silver Moon Guest House,HTLGBO1000010486,Guest House,House no.854/ Soranto/ Anjuna/ Bardez Goa,Goa,Goa,India,regular,0,15.5809248,73.7448437
Sreekrishna houseboat Three bedroom,HTLGBO1000063298,Houseboat,Stand 5 North of Finishing Point and Ramada Resort/ Punnamada Road / Alappuzha,Alleppey,Kerala,India,regular,2,9.4980667,76.3388484
Shri Kalyan Residency,HTLGBO1000040908,Hotel,Station Road. Sindhi Camp. Opposite Metro Pillar 194,Jaipur,Rajasthan,India,regular,0,26.92329517,75.80252651
Sky Hotels,HTLGBO1000080526,Hotel,No 251/1 Kiliyur Water Falls Road/ Kiliyur,Yercaud,Tamil Nadu,India,regular,0,11.775251,78.2092576
Shreeji Paying Guest House,HTLGBO1000085070,Guest House,Near HG Grandiose Hotel/ Opp. Polo Ground/ Machgoan/ Mount Abu/ Rajasthan,Mount Abu,Rajasthan,India,regular,0,24.5925909,72.7156274
Sodder's Renton Manor,HTLGBO1000002119,Resort,Tambudki Village/ Arpora/Bardez/Goa,Goa,Goa,India,regular,3,15.56381414,73.76368408
Siva Residency,HTLGBO1000024954,Service Apartment,19A/ Kavetti Naidu Layout/ Karunanithi Nagar/Sowripalayam/Peelamedu,Coimbatore,Tamil Nadu,India,gostays,2,11.0132047,77.00565645
speedwayinn,HTLGBO1000055734,Lodge,new bustand kasaragod,Kasaragod,Kerala,India,regular,0,28.6139391,77.2090212
Shree Yash Hotel.,HTLGBO1000045866,Hotel,S/P 108/ S Block/MIDC/ Landewadi Chowk/ Behind Century Enka Company/ Bhosari,Pune,Maharashtra,India,regular,0,18.62375724,73.83982988
Soul vacation Resort &amp; Spa,HTLGBO1000004305,Resort,4th ward/ Colva Beach/ Salcette Goa,Goa,Goa,India,regular,3,15.2781133,73.9154433
Space and Spice,HTLGBO1000025168,Guest House,Asha Enclave/ 48 Kabi raman path Nageshwar Colony Behind Uday Naryan Hospital,Patna,Bihar,India,regular,0,25.61466194,85.12109803
Silent Valley Cottage,HTLGBO1000072360,Cottage,behind Dr babasaheb ambedkar statue/ mumbai-pune road pimpri chowk pimpi,Pune,Maharashtra,India,regular,0,18.5204303,73.8567437
shubhangi home stay,HTLGBO1000061862,Homestay,Sindhudurg/ Near Tarkarli/ MTDC Resort Tarkarli,Malwan,Maharashtra,India,regular,0,16.0093235,73.4931472
shoba residency,HTLGBO1000077976,Hotel,Road No-6/7 Building No-1023/ NH-8 Mahiaplapur/ New Delhi,Delhi,Delhi,India,regular,2,28.551361,77.1327991
Shola Heaven,HTLGBO1000014296,Hotel,Anaimudi Shola/ Kanthaloor P.O/ via Marayur,Munnar,Kerala,India,regular,3,10.20201237,77.19190644
SHREYA HOMESTAY,HTLGBO1000061314,Homestay,Shreya Homestays House No:401/1st Block Nizamuddin Layout/Bychanahalli Kushalnagar  571234 Kodagu Dist/Karnataka State,Coorg,Karnataka,India,regular,1,12.4602275,75.9608385
sriganesh residency,HTLGBO1000068940,Hotel,House No 2-52/ Main Road/ Annavaram/ East Godavari - 533406/ Opposite To Temple Up Ghat Road,Annavaram,Andhra Pradesh,India,regular,0,17.2761367,82.4152739
Smily Bnb,HTLGBO1000009832,BnB,c-1052/sushant lok-1/ Gurgaon,Gurgaon,Haryana,India,regular,0,28.470248,77.078514
Shri sagar Hotel,HTLGBO1000081474,Hotel,No. 10618/1/2/3/ shaikh college road/ Nehru Nagar/ Belgaum Karnataka,Belgaum,Karnataka,India,regular,0,15.863962,74.5081006
Smart Inn,HTLGBO1000004929,Hotel,1226/2/ Off FC and Apte Road/ Next to Venus Traders/ Shivaji Nagar/ Deccan Gymkhana/ Pune 411004,Pune,Maharashtra,India,regular,2,18.51938945,73.84194329
Sreekrishna houseboat single bedroom,HTLGBO1000063202,Houseboat,Stand 1 North of Finishing Point and Ramada Resort/ Punnamada Road / Alappuzha,Alleppey,Kerala,India,regular,2,9.4980667,76.3388484
Sigma Service Apartment,HTLGBO1000012045,Service Apartment,Second Floor # 31/35 D.R.Narayanasamy Lay-out/ (Above State Bank Of India)/ PappanayackanPalayam-37,Coimbatore,Tamil Nadu,India,regular,0,11.01402215,76.97943554
SinQ Abode,HTLGBO1000039478,Hotel,Near Chowgule Bunglow/  Nagalli Hills/ Donapaula Tiswadi Goa,Goa,Goa,India,gostays,3,15.46282224,73.81067107
Sri Venkadaramana Towers,HTLGBO1000047030,Hotel,60 Feet Road/ Opposite New Bus Stand/ Kumbakonam-612001,Kumbakonam,Tamil Nadu,India,regular,0,10.95870242,79.38545779
Sowmya Delux Lodge,HTLGBO1000076260,Lodge,Lambadi Donka/ Kurnool Road,Ongole,Andhra Pradesh,India,regular,0,15.5123349,80.0392026
Shree Sai Shrdha Guest House,HTLGBO1000086262,Guest House,Pared Kothi/ Varanasi Cantt/ Varanasi - 221002/ Near Union Bank of India,Varanasi,Uttar Pradesh,India,regular,0,25.3176452,82.9739144
Signature Crest Cochin,HTLGBO1000033746,Service Apartment,SIGNATURE CREST/Door No.XIII/287 P.V. Shreedharan Rd B2/85/ 3rd Floor/ Kumbalam Panchayat Kumbalam/,Cochin,Kerala,India,regular,3,9.9038128,76.3106031
Silk Route Resort,HTLGBO1000083602,Hotel,Pedong/ Kalimpong HO/ Kalimpong - 734301,Kalimpong,West Bengal,India,regular,0,27.073658,88.4772009
Silver Green Holiday Enclaves,HTLGBO1000025694,Resort,Banasura Island Retreat/ wayanad,Wayanad,Kerala,India,regular,3,11.703206,76.0833999
Southern Residency Basavanagudi,HTLGBO1000007105,Hotel,#79/DVG Road Basavangudi (Next to Upahara Darshini),Bangalore,Karnataka,India,regular,2,77.5712723,12.9396823
SHYNE CASTLE LODGE,HTLGBO1000033532,Lodge,2/1/ New Port Street/ Nagercoil HO/ Nagercoil - Near Wcc College Road,Nagercoil,Tamil Nadu,India,regular,0,8.187915,77.4217629
Shree akshar hotel &amp; restaurent,HTLGBO1000006537,Hotel,new civil hospital badia limbdi road near next tv showroom asarava/ ahemdabad,Ahmedabad,Gujarat,India,gostays,2,23.04848291,72.60151869
Sreeragam Luxury Villa Retreat,HTLGBO1000030362,Hotel,Maradu/Kairali Nagar/BTC Road,Ernakulam,Kerala,India,regular,0,9.9312328,76.2673041
Sri Arul Muthu Residency,HTLGBO1000017204,Hotel,32/33A/ Bharathidasan Salai/ T.B Road/ Near railway station west entry/ Arasaradi,Madurai,Tamil Nadu,India,regular,0,9.925082468,78.10176034
Simurg AC 153,HTLGBO1000032228,Guest House,AC-153/NEW TOWN RAJARHAT,Kolkata,West Bengal,India,regular,0,22.5854744,88.4490266
SoulVaas Corporate Regency,HTLGBO1000008203,Hotel,T-14/9/ DLF Phase 3/ Near Shani Mandir/ Via DLF City Club/ Gurgaon,Gurgaon,Haryana,India,regular,2,28.48998212,77.10383881
Signature Crest - Whistling Woods,HTLGBO1000071248,Bungalow,SIGNATURE CREST - WHISTLING WOODS  #2/ Plot #107/ Near Della Adventure/Near Discovery Project/ Kune,Khandala,Maharashtra,India,regular,0,18.7692034,73.3767641
Silk Route Guest House,HTLGBO1000054202,Guest House,Chandmari enchey road/ near petrolpumP,Gangtok,Sikkim,India,regular,0,27.3389356,88.6065035
Solo Victoria Hotel,HTLGBO1000008010,Hotel,C-8/ Greater Kailash/ Part-1,Delhi,Delhi,India,regular,3,28.54859121,77.23678858
Sree Shanmuga Lodge,HTLGBO1000078886,Lodge,Elappara-Vagamon Rd/ Elappara/ Kerala,Vagamon,Kerala,India,regular,0,9.680556,76.866667
Spring Leaves Residency By Royal Collection Hotels,HTLGBO1000004892,Hotel,Plot 177 - P /Sector 38/ Near Medanta (Medicity),Gurgaon,Haryana,India,regular,3,28.43642201,77.04335495
SNOW COTTAGE,HTLGBO1000081838,Cottage,DPS ROAD/ OLD MANALI/ MANALI,Manali,Himachal Pradesh,India,regular,1,32.2502966,77.1768662
SITAL LODGE,HTLGBO1000085832,Lodge,SCF 54 /phase 5 mohali  /sas nagar / mohali,Chandigarh,Punjab,India,regular,0,30.7105625,76.7205651
Spring Hills,HTLGBO1000064942,Resort,Near Indai Lawns / Lavasa Link Road/ Mukaiwadi/Pirangut post/ Mulshi Taluka/ pune,Pune,Maharashtra,India,regular,0,18.5204303,73.8567437
Shyama Sojourn,HTLGBO1000005262,Hotel,B-583 A/ Sushant Lok Phase 1/ Sushant Lok/ Gurgaon,Gurgaon,Haryana,India,regular,3,28.45929967,77.07515475
Sri Ganapathi Lodge,HTLGBO1000070312,Lodge,9-120/opp. bus stand/ patancheru/ Hyderabad,Hyderabad,Andhra Pradesh,India,regular,0,17.5287427,78.266725
Souparnika Inn,HTLGBO1000059914,Hotel,Souparnika Inn Punnathala (po) Puthanathani/Malapuaram,Kozhikode,Kerala,India,regular,0,11.2587531,75.78041
Shukraan Houseboat,HTLGBO1000070912,Houseboat,Dal lake/ Gate No.1/srinagar/190001,Srinagar,Jammu and Kashmir,India,regular,0,34.1105857,74.8682569
SKTC Grand Palace,HTLGBO1000073542,Hotel,Kallakurichi Main Road /Tirukoilur to Kallakurichi Main Road/Tirukoilur,Viluppuram,Tamil Nadu,India,regular,0,11.9687124,79.2086621
Sri Maharaja Inn,HTLGBO1000091580,Hotel,48-7-1/ Behind Boy London Showroom/ Dwaraka Nagar/ srinagar/ ramatalkies down.,Visakhapatnam,Andhra Pradesh,India,regular,0,17.72793478,83.30736626
Spark,HTLGBO1000080120,Hotel,Near AKS University/ Panna road satna/ Opp. City Park Resort/ Amoudha Kala/ NH-75,Satna,Madhya Pradesh,India,regular,4,24.57621748,80.79378024
Souparnika homestay,HTLGBO1000062508,Homestay,Kabbinkad Junction Marandoda/ / Madikeri,Coorg,Karnataka,India,regular,0,12.3374942,75.8069082
Shivanand Lodge,HTLGBO1000038724,Lodge,Rabindra Market Complex/ Shivmandir/ Near North Bengal University/ 31 NH Road,Bagdogra,West Bengal,India,regular,0,26.70799756,88.36203953
Skanda Shelters,HTLGBO1000010631,Hotel,Skanda shelters/ no.:505/ 5th main/ vijaya bank colony/ bannerghatta,Bangalore,Karnataka,India,regular,3,12.89285584,77.60696324
Srihara Bed &amp; Breakfast,HTLGBO1000034080,BnB,37/ Surendra Pal Colony/ Behind Vivek Vihar Metro Station/ Shyam Nagar/,Jaipur,Rajasthan,India,regular,0,26.8886042,75.7628264
Sri ayodhya lodge,HTLGBO1000071980,Hotel,15-1-57/ G Car Street/ tirupati/ chittoor district/ Andhra pradesh,Tirupati,Andhra Pradesh,India,regular,0,14.1104968,78.1617876
Srinidhivan,HTLGBO1000012632,BnB,Near Marwari College (Boys) Chowk/ Lake Road. cel 09798830535,Ranchi,Jharkhand,India,regular,1,23.3577518,85.324057
SPITI SARAYE,HTLGBO1000091292,Hotel,v.p.o rangrik/tehsil kaza/,Kaza,Himachal Pradesh,India,regular,0,32.2275991,78.0709903
SoulVaas City Home,HTLGBO1000035782,Hotel,opp sangla shivala mandir/ beside sukh sagar dawakhana/ Trunk vala bazaar/ludhiana,Ludhiana,Punjab,India,regular,2,30.903215,75.8345733
Sree Akshaya New Residency,HTLGBO1000055472,Hotel,Door No 5-1-75 A n B/ R P Road/ Secunderabad/ Hyderabad - 500003/ Opposite To Citi Lite Hotel/ Near Patny Circle,Secunderabad,Andhra Pradesh,India,regular,1,15.9128998,79.7399875
Soank Paradise,HTLGBO1000069392,Hotel,Ganga Vihar / Gali No. 1 Koyal Ghati/ Haridwar Road/ Rishikesh/ Adjicent to Sai Ghat.,Rishikesh,Uttarakhand,India,regular,3,30.0957203,78.2837385
Shree Balaji Service Apartments/Kalyani nagar,HTLGBO1000009282,Service Apartment,601 Rio Grand/ Forteliza Society/ Kalyani nagar- pune,Pune,Maharashtra,India,regular,0,18.54545029,73.90634163
ShreeRam Hotel,HTLGBO1000059162,Hotel,15/1/ Dewas Gate/ LAXMIBHAI Marg/ Malipura/ Ujjain/ Madhya Pradesh 456001,Ujjain,Madhya Pradesh,India,regular,2,23.1793013,75.7849097
Sophy's Resort,HTLGBO1000019972,Resort,No.19 to 21/ Sunrise Orchard/ Near M.R. Radha Bunglow/ Behind 1st Petrol Bunk Salem District.,Yercaud,Tamil Nadu,India,regular,2,11.775251,78.2092576
